Q 13 F 326 H 8          
d 326 g 49.17405 5.979926           
u 327 g 49.17405 5.979926           
f 32 g 1359809 q 286 403 392 428 573 581 574 580 g 50.539198 2.989613
f 33 g 5242 q 3 4 5 5 6 7 7 6 g 45.887383 4.815487
f 34 g 399 q 1 1 1 1 2 2 2 2 g 47.363361 0.896954
f 35 g 56 q 0 0 0 0 0 0 0 0 g 51.582 7.21943
f 36 g 13296 q 1 15 7 6 16 15 10 14 g 51.53436 7.07894
f 37 g 18 q 0 0 0 0 0 0 0 0 g 48.42121 10.02626
f 38 g 2950 q 4 4 4 6 5 5 5 5 g 52.314586 5.026975
f 39 g 75 q 0 0 0 0 0 0 0 0 g 51.20769 6.69199
f 40 g 14 q 0 0 0 0 0 0 0 0 g 45.049032 7.580238
f 41 g 130017 q 21 28 43 30 47 50 36 47 g 42.8178 -1.75102
f 42 g 1102 q 1 2 2 1 2 2 2 2 g 48.92541 8.96906
f 43 g 10143 q 1 10 5 5 11 11 6 10 g 52.460589 8.385088
f 44 g 356 q 0 1 1 0 1 2 2 1 g 43.311072 -2.460112
f 45 g 13395 q 6 8 8 8 9 12 12 12 g 41.967739 -8.684747
f 46 g 426 q 1 0 1 0 1 1 1 1 g 41.764957 -8.582815
f 47 g 4723 q 4 3 3 4 6 7 5 6 g 42.20553 -8.756494
f 48 g 3763 q 3 3 3 4 5 5 5 5 g 41.784207 -8.512585
f 49 g 15 q 0 0 0 0 0 0 0 0 g 42.292682 -7.817106
f 50 g 2704 q 3 3 3 4 6 10 11 7 g 42.99906 -1.662791
f 51 g 357 q 1 1 0 1 0 1 0 1 g 43.203802 -2.70895
f 52 g 861 q 1 1 1 1 1 1 2 1 g 39.563654 -1.925363
f 53 g 491209 q 36 73 60 72 96 96 89 95 g 41.39199 1.14782
f 54 g 2150 q 4 4 4 6 6 6 6 6 g 43.233524 -2.125498
f 55 g 22588 q 8 4 10 12 23 6 16 16 g 40.11689 -3.65912
f 56 g 22925 q 8 10 12 13 14 15 16 16 g 41.964035 -8.682913
f 57 g 3771 q 3 5 2 3 5 4 4 4 g 40.887214 -8.445778
f 58 g 9118 q 4 5 6 7 9 8 9 8 g 38.086897 -3.659141
f 59 g 170945 q 64 68 69 89 73 99 95 106 g 48.729522 2.731374
f 60 g 1026160 q 163 200 214 226 302 303 297 309 g 48.262926 0.686463
f 61 g 7938 q 9 9 10 11 7 14 14 14 g 48.289733 2.208568
f 62 g 677294 q 108 124 142 129 195 185 189 192 g 49.538882 0.357161
f 63 g 437197 q 142 170 155 183 233 239 220 228 g 50.059429 3.136707
f 64 g 455168 q 91 130 130 117 183 182 171 187 g 48.934298 6.109868
f 65 g 13328 q 6 6 10 6 12 10 12 12 g 42.361779 -3.652881
f 66 g 16 q 0 0 0 0 0 0 0 0 g 42.40299 -8.58401
f 67 g 9 q 0 0 0 0 0 0 0 0 g 48.08705 8.449552
f 68 g 340 q 0 0 0 0 0 1 0 1 g 49.00619 12.14134
f 69 g 1 q 0 0 0 0 0 0 0 0 g 50.22485 8.761
f 70 g 2994 q 1 2 2 3 4 4 4 4 g 41.661258 1.20139
f 71 g 779 q 1 1 1 1 1 1 1 1 g 40.885391 -8.479585
f 72 g 30884 q 7 19 5 25 7 18 18 18 g 40.875171 -8.489545
f 73 g 7 q 0 0 0 0 0 0 0 0 g 40.546853 -3.272521
f 74 g 22 q 0 0 0 0 0 0 0 0 g 45.153167 9.684856
f 75 g 8 q 0 0 0 0 0 0 0 0 g 41.58253 2.17707
f 76 g 64207 q 8 20 27 23 34 26 19 32 g 45.204349 7.890527
f 77 g 367 q 0 0 0 1 1 1 1 1 g 45.204447 7.890509
f 78 g 769063 q 52 104 92 91 143 141 126 137 g 44.948978 7.837267
f 79 g 269 q 0 1 1 1 1 1 1 1 g 49.668952 6.128393
f 80 g 255 q 0 0 0 1 0 0 0 0 g 44.975933 7.726297
f 81 g 9 q 0 0 0 0 0 0 0 0 g 40.76635 0.54758
f 82 g 3802 q 0 1 4 4 4 6 5 4 g 45.410388 9.047433
f 83 g 33841 q 16 15 10 19 18 14 19 21 g 47.8857 20.39686
f 84 g 41803 q 11 23 13 10 26 18 22 22 g 50.432491 15.385969
f 85 g 116 q 1 1 0 0 0 0 0 0 g 50.175064 14.660632
f 86 g 376 q 1 1 1 1 1 1 1 1 g 50.559551 15.891216
f 87 g 40 q 0 0 0 0 0 0 0 0 g 49.539602 18.213783
f 88 g 267 q 1 0 1 1 1 1 1 1 g 41.843468 1.880609
f 89 g 30 q 0 0 0 0 0 0 0 0 g 48.872424 10.714646
f 90 g 72 q 0 0 0 0 0 0 0 0 g 43.161331 -2.775186
f 91 g 33689 q 8 20 11 9 23 22 15 20 g 43.212124 -3.134292
f 92 g 5609 q 3 4 5 6 5 5 6 6 g 41.597964 -1.27167
f 93 g 37 q 0 0 0 0 0 0 0 0 g 41.31504 2.13525
f 94 g 37738 q 14 20 12 20 27 15 16 18 g 49.981224 19.832606
f 95 g 18100 q 5 14 11 8 14 11 12 14 g 43.273614 -2.328341
f 96 g 436223 q 137 176 177 178 264 267 249 263 g 49.599548 5.07892
f 97 g 86 q 0 0 0 0 0 0 0 1 g 50.09933 11.38406
f 98 g 388 q 0 0 3 3 1 1 0 1 g 46.83227 -0.476387
f 99 g 188 q 1 1 1 1 1 1 1 1 g 49.222515 2.126931
f 100 g 5 q 0 0 0 0 0 0 0 0 g 46.076513 6.504295
f 101 g 5007 q 3 4 4 5 6 6 6 6 g 46.061085 6.566854
f 102 g 22 q 0 0 0 0 0 0 0 0 g 48.867843 7.473987
f 103 g 61 q 0 0 1 0 0 0 0 0 g 49.865751 2.532237
f 104 g 488 q 1 1 1 1 1 1 1 1 g 40.095552 -3.631342
f 105 g 10 q 0 0 0 0 0 0 0 0 g 46.213922 5.554774
f 106 g 14073 q 17 18 18 18 24 24 18 25 g 49.952413 3.472373
f 107 g 893 q 2 2 2 2 3 3 3 3 g 49.310981 6.134261
f 108 g 591 q 1 1 1 2 2 2 2 2 g 47.990294 2.670304
f 109 g 372 q 1 1 1 2 2 2 2 2 g 49.712538 4.709267
f 110 g 10686 q 7 12 13 14 18 14 19 19 g 48.761892 2.119494
f 111 g 47275 q 8 18 26 27 27 16 27 28 g 45.820381 4.987079
f 112 g 7950 q 8 10 10 14 15 15 7 15 g 49.309107 6.132299
f 113 g 8 q 0 0 0 0 0 0 0 0 g 48.854412 -0.568927
f 114 g 137 q 1 1 0 1 1 1 1 1 g 49.488108 1.730467
f 115 g 2531 q 2 8 4 4 9 8 5 8 g 49.765378 2.918778
f 116 g 824890 q 112 138 151 152 215 213 217 213 g 47.757109 7.297903
f 117 g 1401 q 2 3 3 4 4 4 4 4 g 50.396486 1.963852
f 118 g 46 q 0 0 0 0 0 0 0 0 g 43.564924 1.391148
f 119 g 371 q 2 2 1 0 0 0 0 0 g 43.002963 1.615866
f 120 g 14 q 0 0 0 0 0 0 0 0 g 47.386118 6.553994
f 121 g 93097 q 29 38 39 39 65 52 54 59 g 48.822606 6.724133
f 122 g 1933 q 2 4 3 4 6 7 6 9 g 49.095088 2.51883
f 123 g 288 q 1 1 1 1 1 1 1 1 g 49.224927 5.992237
f 124 g 409 q 1 2 0 0 2 3 1 0 g 49.307692 5.770578
f 125 g 3 q 0 0 0 0 0 0 0 0 g 50.401396 2.976365
f 126 g 8675 q 8 5 17 7 18 17 15 16 g 48.400828 5.158237
f 127 g 6481 q 5 9 13 6 16 13 7 14 g 50.364284 3.095084
f 128 g 92 q 0 0 0 0 0 0 0 0 g 43.493519 2.428646
f 129 g 38 q 0 0 0 0 0 0 0 0 g 48.965 2.912378
f 130 g 7103 q 5 8 8 8 12 12 12 12 g 48.822606 6.724133
f 131 g 351 q 1 1 1 1 1 1 1 1 g 46.192082 6.257391
f 132 g 817 q 2 1 2 2 3 3 2 2 g 46.535385 5.393475
f 133 g 682 q 1 1 1 2 2 2 2 2 g 45.314508 3.374814
f 134 g 16485 q 11 11 11 14 16 16 17 17 g 47.228149 5.970147
f 135 g 74502 q 20 23 33 41 33 52 32 39 g 47.519611 6.857354
f 136 g 865 q 2 2 2 2 2 2 2 2 g 48.776994 0.28857
f 137 g 13 q 0 0 0 0 0 0 0 0 g 49.138778 0.453278
f 138 g 366 q 1 1 1 1 1 2 2 1 g 47.709265 -0.102614
f 139 g 318 q 1 1 1 1 2 1 1 1 g 49.660428 3.054569
f 140 g 42 q 0 0 0 0 0 0 0 0 g 48.856033 -0.886311
f 141 g 0 q 0 0 0 0 0 0 0 0 g 49.224567 2.906611
f 142 g 230474 q 27 53 40 53 68 71 72 70 g 45.685038 4.831554
f 143 g 20065 q 8 18 8 19 18 19 18 19 g 47.982917 0.182799
f 144 g 363087 q 51 50 58 66 88 93 92 92 g 45.775613 4.877078
f 145 g 64 q 0 0 0 0 0 0 0 0 g 52.59643 13.32071
f 146 g 2139 q 1 3 3 5 5 4 5 5 g 40.859418 29.425066
f 147 g 306 q 0 0 1 1 1 1 1 1 g 40.85689 29.40885
f 148 g 364 q 1 0 0 1 1 1 1 1 g 40.24552 28.9277
f 149 g 86955 q 20 28 28 21 33 35 30 37 g 47.087191 15.940853
f 150 g 3129 q 2 3 3 4 4 4 4 4 g 43.25431 -2.48084
f 151 g 25 q 0 0 0 0 0 0 0 0 g 47.11092 17.87655
f 152 g 452 q 0 1 1 1 1 1 1 1 g 40.267707 29.065689
f 153 g 295 q 1 0 0 1 1 1 1 1 g 40.239338 28.934885
f 154 g 25341 q 1 6 15 13 19 18 15 18 g 40.844087 29.431263
f 155 g 6803 q 8 13 12 16 17 14 16 14 g 41.543252 -4.660897
f 156 g 253 q 0 0 0 1 1 1 1 1 g 47.074297 21.837142
f 157 g 4 q 0 0 0 0 0 0 0 0 g 50.407227 14.896925
f 158 g 4091 q 3 4 3 5 5 2 5 4 g 49.52827 15.35287
f 159 g 90 q 0 0 0 0 0 0 0 0 g 42.110926 -8.615792
f 160 g 108530 q 52 64 65 77 90 75 77 72 g 49.914049 4.128676
f 161 g 1707 q 1 2 2 2 2 2 2 2 g 45.793565 24.088544
f 162 g 2 q 0 0 0 0 0 0 0 0 g 49.904075 1.093357
f 163 g 24972 q 10 10 12 16 21 21 21 13 g 46.266435 5.664901
f 164 g 591799 q 144 197 197 224 290 303 282 293 g 50.355967 3.525073
f 165 g 27976 q 8 11 6 12 25 17 22 29 g 48.052536 -0.804125
f 166 g 13678 q 4 16 7 17 17 12 16 16 g 47.922509 6.661784
f 167 g 13893 q 8 12 12 14 18 18 17 18 g 49.044475 7.030215
f 168 g 5019 q 8 7 7 10 10 9 9 8 g 48.099774 -0.726503
f 169 g 49 q 0 0 0 0 0 0 0 0 g 48.79315 1.978573
f 170 g 82 q 0 0 0 0 0 0 0 0 g 49.166178 -0.31575
f 171 g 1058 q 0 0 3 1 2 3 2 2 g 47.448751 6.837296
f 172 g 7 q 0 0 0 0 0 0 0 0 g 48.753928 -0.035162
f 173 g 757 q 1 2 2 2 3 3 3 3 g 48.190921 0.629409
f 174 g 387 q 1 1 1 1 2 2 2 2 g 49.267451 1.786371
f 175 g 1534574 q 380 446 472 459 641 647 619 643 g 49.214236 6.20587
f 176 g 987 q 1 1 1 2 2 2 2 2 g 47.964406 0.198899
f 177 g 93 q 0 0 0 1 0 1 0 1 g 48.11493 2.358547
f 178 g 787 q 2 2 2 2 4 3 3 3 g 45.67882 4.91713
f 179 g 149 q 0 0 0 0 0 0 0 0 g 53.587373 -1.724549
f 180 g 3356 q 3 3 3 2 7 4 2 4 g 46.579224 14.734981
f 181 g 7536 q 2 8 2 8 8 5 8 8 g 44.970691 24.92746
f 182 g 29571 q 18 18 15 18 13 15 15 13 g 42.360371 -3.763793
f 183 g 1 q 0 0 0 0 0 0 0 0 g 49.268543 1.783791
f 184 g 608575 q 66 108 112 117 163 167 155 167 g 47.473719 6.84478
f 185 g 449171 q 77 89 86 121 109 93 100 132 g 47.739033 7.13602
f 186 g 60790 q 17 7 20 20 33 31 23 30 g 48.72496 18.24774
f 187 g 313 q 0 1 0 1 1 1 1 1 g 48.88587 17.99247
f 188 g 35 q 0 0 0 0 0 0 0 0 g 45.74391 5.067508
f 189 g 11 q 0 0 0 0 0 0 0 0 g 41.758698 1.89804
f 190 g 5 q 0 0 0 0 0 0 0 0 g 44.678527 11.017327
f 191 g 31249 q 6 16 10 16 21 18 16 20 g 49.981224 19.832606
f 192 g 382 q 1 1 1 2 2 2 2 2 g 48.729354 4.612319
f 193 g 5204 q 0 0 0 0 2 7 12 8 g 49.44267 15.61306
f 194 g 1197 q 1 0 2 2 1 1 1 1 g 49.891297 19.026025
f 195 g 20 q 0 0 0 0 0 0 0 0 g 50.283292 19.171653
f 196 g 126411 q 20 37 36 24 49 46 37 46 g 49.329307 14.11293
f 197 g 132723 q 46 33 23 33 44 43 38 46 g 48.972235 16.519337
f 198 g 169453 q 21 42 40 40 50 59 47 58 g 42.06081 14.756426
f 199 g 792 q 1 1 4 3 2 3 3 3 g 50.379149 3.612951
f 200 g 13280 q 1 7 7 8 18 9 7 11 g 49.23314 19.30371
f 201 g 156 q 0 1 0 1 1 1 1 1 g 45.672741 5.102757
f 202 g 150 q 0 0 0 0 0 0 0 0 g 45.79782 21.317987
f 203 g 345 q 0 0 0 1 1 0 1 1 g 42.110926 -8.615792
f 204 g 5957 q 4 4 4 5 6 6 6 6 g 48.67614 21.2337
f 205 g 1021 q 1 0 1 2 2 1 2 2 g 38.336782 27.118821
f 206 g 1450 q 2 1 2 2 2 2 2 2 g 43.555377 10.479564
f 207 g 680361 q 127 164 164 177 250 235 219 233 g 49.10051 6.870918
f 208 g 23461 q 13 18 18 22 26 26 24 25 g 49.340097 6.006901
f 209 g 819 q 1 1 1 1 1 1 1 1 g 44.879822 24.847842
f 210 g 22 q 0 0 0 0 0 0 0 0 g 44.803641 24.945015
f 211 g 234 q 0 1 0 1 1 1 1 1 g 47.11129 17.87449
f 212 g 33 q 0 0 0 0 0 0 1 0 g 49.74554 13.58628
f 213 g 189 q 0 0 0 0 0 0 0 0 g 48.77217 17.82227
f 214 g 14826 q 6 12 8 5 15 7 11 11 g 41.173572 -8.437903
f 215 g 0 q 0 0 0 0 0 0 0 0 g 47.869242 1.920999
f 216 g 425 q 1 1 0 1 1 1 1 1 g 40.791165 29.531318
f 217 g 714 q 0 1 1 1 1 1 1 1 g 47.779819 22.854837
f 218 g 37716 q 7 13 9 13 26 26 12 27 g 41.816205 -6.722568
f 219 g 20856 q 6 11 11 12 16 9 15 16 g 51.779585 -4.032831
f 220 g 435 q 1 1 1 1 1 1 1 1 g 48.112452 -1.18342
f 221 g 23 q 0 0 0 0 0 0 0 0 g 46.526082 24.540368
f 222 g 431 q 1 1 1 1 1 1 1 1 g 41.311685 1.264009
f 223 g 37 q 0 0 0 0 0 0 0 0 g 45.839186 23.16353
f 224 g 2611 q 1 4 2 1 4 5 1 3 g 48.35824 17.57128
f 225 g 5660 q 4 4 4 5 4 7 6 6 g 42.02923 -8.640179
f 226 g 140876 q 25 39 26 39 52 52 37 49 g 45.385058 6.270439
f 227 g 1883 q 1 2 2 1 2 2 3 2 g 45.646636 25.520375
f 228 g 3704 q 2 3 3 4 5 1 5 5 g 49.463939 17.129751
f 229 g 76 q 0 1 0 0 0 0 0 0 g 49.508451 0.30184
f 230 g 43823 q 10 12 8 25 25 16 23 27 g 46.87957 19.62379
f 231 g 36 q 0 0 0 0 0 0 0 0 g 49.17976 9.24174
f 232 g 251 q 1 0 0 1 1 1 1 1 g 40.713418 30.042499
f 233 g 473 q 1 1 1 1 1 1 1 1 g 47.97726 18.18669
f 234 g 5633 q 3 6 4 2 9 6 2 6 g 47.86189 17.78239
f 235 g 3362 q 3 3 3 3 4 4 4 4 g 48.04383 19.79559
f 236 g 13 q 0 0 0 0 0 0 0 0 g 45.739874 21.268311
f 237 g 15779 q 11 9 7 15 15 16 17 16 g 47.511622 6.860317
f 238 g 6 q 0 0 0 0 0 0 0 0 g 49.837121 14.674923
f 239 g 5784 q 7 9 8 10 12 11 11 12 g 49.155795 5.903943
f 240 g 228 q 0 0 0 0 0 0 0 0 g 44.456963 26.106667
f 241 g 99 q 0 0 0 0 1 0 1 0 g 49.164568 1.351536
f 242 g 1286 q 0 1 1 1 3 5 4 5 g 50.694518 3.195766
f 243 g 3114 q 1 2 4 3 4 4 4 4 g 51.131989 16.954935
f 244 g 29 q 0 0 0 0 0 0 0 0 g 45.621756 11.464539
f 245 g 239 q 0 0 0 0 1 1 1 1 g 48.03085 17.32252
f 246 g 1072366 q 269 334 334 359 491 480 488 491 g 48.219654 3.281582
f 247 g 166 q 0 0 1 0 0 0 0 1 g 47.984935 0.177037
f 248 g 31 q 0 0 0 0 0 0 0 0 g 49.844258 18.989692
f 249 g 685591 q 168 216 216 240 310 303 298 323 g 50.367085 3.088022
f 250 g 10862 q 7 9 9 10 13 14 13 14 g 49.022295 0.417223
f 251 g 29 q 0 0 0 0 0 0 0 0 g 48.077458 6.880288
f 252 g 7362 q 7 8 8 7 12 11 9 12 g 49.520039 0.922223
f 253 g 59 q 0 0 0 0 0 0 0 0 g 49.29749 16.22089
f 254 g 32255 q 13 11 26 10 28 22 25 25 g 47.482567 6.778663
f 255 g 2494 q 3 3 3 4 3 4 4 4 g 45.947042 4.818102
f 256 g 38 q 0 0 0 0 0 0 0 0 g 50.650204 13.987777
f 257 g 0 q 0 0 0 0 0 0 0 0 g 49.660213 1.929582
f 258 g 238 q 0 0 1 0 1 1 1 1 g 41.304264 27.969271
f 259 g 226 q 0 1 0 1 1 1 1 0 g 45.826796 21.284047
f 260 g 4038 q 2 3 3 4 7 2 4 5 g 48.24819 18.30266
f 261 g 1255 q 2 3 3 3 3 4 4 4 g 49.29288 15.07447
f 262 g 23 q 0 0 0 0 0 0 0 0 g 45.110224 7.651091
f 263 g 5085 q 4 6 4 6 7 7 7 7 g 45.734306 21.266807
f 264 g 11977 q 7 7 8 10 4 15 4 9 g 43.399273 -3.843024
f 265 g 51 q 0 0 0 0 0 0 0 0 g 51.492406 7.35904
f 266 g 1844 q 2 0 0 2 2 3 3 3 g 40.178576 28.77338
f 267 g 488 q 1 1 1 1 1 1 1 1 g 45.790544 21.320873
f 268 g 28195 q 6 4 7 12 26 12 20 21 g 41.296172 27.984174
f 269 g 82 q 0 0 0 0 0 0 0 0 g 52.06317 8.7497
f 270 g 51 q 0 0 0 0 0 0 0 0 g 51.62621 8.3361
f 271 g 31 q 0 0 0 0 0 0 0 0 g 50.13314 8.57248
f 272 g 7855 q 3 7 8 11 20 12 7 12 g 48.439805 1.533652
f 273 g 141746 q 26 39 39 39 52 50 33 43 g 41.61821 25.37994
f 274 g 47353 q 6 13 9 13 21 30 27 33 g 53.7533 -1.74292
f 275 g 7522 q 8 13 12 15 18 17 17 16 g 47.55172 -0.105114
f 276 g 292 q 0 0 1 0 1 1 2 2 g 49.852082 7.880731
f 277 g 3 q 0 0 0 0 0 0 0 0 g 49.77531 14.67899
f 278 g 469 q 1 1 1 1 2 2 2 2 g 49.471046 5.847846
f 279 g 4776 q 6 13 8 23 13 16 18 19 g 49.296939 4.124215
f 280 g 4601 q 3 7 2 6 7 6 7 7 g 45.73392 21.269931
f 281 g 435795 q 16 32 140 108 151 119 121 156 g 47.308302 2.05935
f 282 g 14 q 0 0 0 0 0 0 0 0 g 39.359631 -0.449478
f 283 g 46023 q 15 37 19 37 37 48 35 43 g 49.765376 1.974943
f 284 g 70 q 0 0 0 0 0 0 0 0 g 46.979962 3.165244
f 285 g 48953 q 12 26 38 38 38 38 34 37 g 49.391455 1.375038
f 286 g 31 q 0 0 0 0 0 0 0 0 g 51.52578 7.51035
f 287 g 507 q 1 1 1 1 2 2 2 1 g 41.872669 3.121367
f 288 g 20 q 0 0 0 0 0 0 0 0 g 47.20957 18.4293
f 289 g 19 q 0 0 0 0 0 0 0 0 g 49.42398 19.49973
f 290 g 407 q 1 0 0 1 1 0 1 0 g 47.290077 -2.29542
f 291 g 35699 q 23 31 35 33 42 43 40 42 g 48.598296 5.043266
f 292 g 399 q 1 1 1 1 1 1 1 1 g 50.522608 2.831841
f 293 g 174194 q 51 64 51 64 78 64 71 64 g 51.161943 4.793377
f 294 g 3578 q 3 3 4 5 5 4 4 4 g 50.796412 19.194367
f 295 g 1921 q 3 4 4 5 5 5 5 5 g 47.461395 -0.622852
f 296 g 3651 q 5 4 5 6 6 6 6 5 g 47.290077 -2.29542
f 297 g 35 q 0 0 0 0 0 0 0 0 g 45.215785 7.887949
f 298 g 153400 q 37 50 50 60 72 66 62 75 g 49.106664 7.107469
f 299 g 837999 q 78 104 104 104 143 143 134 137 g 49.840978 18.271277
f 300 g 1183 q 0 1 1 0 2 2 2 2 g 45.732576 21.262579
f 301 g 102 q 0 0 0 1 0 1 1 1 g 50.269812 2.721452
f 302 g 837 q 0 1 2 2 2 2 2 1 g 51.036499 16.898035
f 303 g 412 q 0 1 1 1 1 1 1 1 g 47.51335 18.04789
f 304 g 818 q 1 2 2 3 3 3 3 2 g 47.374774 19.123018
f 305 g 26697 q 5 9 9 14 17 19 18 21 g 45.319431 11.315926
f 306 g 76 q 0 0 0 0 0 0 0 0 g 44.561063 2.23339
f 307 g 1503 q 2 2 2 3 2 2 3 2 g 44.412795 7.82188
f 308 g 23 q 0 0 0 0 0 0 0 0 g 40.17732 28.81739
f 309 g 966 q 0 0 3 1 2 3 3 3 g 52.41736 9.63101
f 310 g 1277 q 0 1 1 1 1 4 5 2 g 50.70984 12.46936
f 311 g 157 q 2 0 0 0 0 0 0 0 g 48.176691 7.010237
f 312 g 117 q 0 0 0 0 0 0 0 0 g 45.837143 8.791542
f 313 g 4021 q 2 5 1 6 4 3 5 4 g 44.883602 24.852391
f 314 g 53 q 0 0 0 0 0 0 0 0 g 44.985142 24.943916
f 315 g 100 q 0 0 0 0 0 0 0 0 g 40.444609 29.269618
f 316 g 28594 q 18 18 19 21 27 25 26 27 g 48.885696 1.254921
f 317 g 20 q 0 0 0 0 0 0 0 0 g 49.478598 0.290836
f 318 g 5 q 0 0 0 0 0 0 0 0 g 48.885429 1.254996
f 319 g 1009022 q 252 294 302 303 423 421 411 427 g 48.975589 1.853239
f 320 g 1729596 q 266 393 395 405 588 585 562 584 g 49.315331 1.048873
f 321 g 169 q 0 0 0 0 1 2 2 1 g 50.28092 3.908297
f 322 g 188557 q 27 40 40 40 53 65 50 58 g 45.791781 15.177084
f 323 g 47449 q 39 14 40 40 39 39 37 46 g 50.366665 3.033154
f 324 g 479 q 1 1 1 0 2 1 1 2 g 41.611505 -4.729913
f 325 g 97 q 0 0 0 0 0 0 0 0 g 49.361857 0.995741
a 0 0 c 0           
a 0 1 c 663           
a 0 2 c 577           
a 0 3 c 152           
a 0 4 c 276           
a 0 5 c 1359           
a 0 6 c 456           
a 0 7 c 512           
a 0 8 c 232           
a 0 9 c 533           
a 0 10 c 629           
a 0 11 c 629           
a 0 12 c 728           
a 0 13 c 1882           
a 0 14 c 1460           
a 0 15 c 428           
a 0 16 c 567           
a 0 17 c 368           
a 0 18 c 532           
a 0 19 c 565           
a 0 20 c 606           
a 0 21 c 522           
a 0 22 c 1378           
a 0 23 c 129           
a 0 24 c 608           
a 0 25 c 725           
a 0 26 c 779           
a 0 27 c 597           
a 0 28 c 374           
a 0 29 c 86           
a 0 30 c 556           
a 0 31 c 550           
a 0 32 c 717           
a 0 33 c 72           
a 0 34 c 483           
a 0 35 c 861           
a 0 36 c 853           
a 0 37 c 657           
a 0 38 c 946           
a 0 39 c 802           
a 0 40 c 298           
a 0 41 c 896           
a 0 42 c 616           
a 0 43 c 1006           
a 0 44 c 888           
a 0 45 c 1575           
a 0 46 c 1567           
a 0 47 c 1569           
a 0 48 c 1562           
a 0 49 c 1465           
a 0 50 c 864           
a 0 51 c 907           
a 0 52 c 1143           
a 0 53 c 758           
a 0 54 c 853           
a 0 55 c 1262           
a 0 56 c 1575           
a 0 57 c 1588           
a 0 58 c 1422           
a 0 59 c 505           
a 0 60 c 580           
a 0 61 c 491           
a 0 62 c 700           
a 0 63 c 642           
a 0 64 c 485           
a 0 65 c 1038           
a 0 66 c 1578           
a 0 67 c 529           
a 0 68 c 863           
a 0 69 c 725           
a 0 70 c 724           
a 0 71 c 1584           
a 0 72 c 1585           
a 0 73 c 1188           
a 0 74 c 502           
a 0 75 c 649           
a 0 76 c 324           
a 0 77 c 324           
a 0 78 c 326           
a 0 79 c 570           
a 0 80 c 315           
a 0 81 c 827           
a 0 82 c 442           
a 0 83 c 1541           
a 0 84 c 1186           
a 0 85 c 1117           
a 0 86 c 1244           
a 0 87 c 1424           
a 0 88 c 666           
a 0 89 c 749           
a 0 90 c 928           
a 0 91 c 952           
a 0 92 c 961           
a 0 93 c 673           
a 0 94 c 1566           
a 0 95 c 868           
a 0 96 c 568           
a 0 97 c 886           
a 0 98 c 574           
a 0 99 c 568           
a 0 100 c 191           
a 0 101 c 195           
a 0 102 c 534           
a 0 103 c 646           
a 0 104 c 1263           
a 0 105 c 120           
a 0 106 c 633           
a 0 107 c 538           
a 0 108 c 431           
a 0 109 c 575           
a 0 110 c 523           
a 0 111 c 54           
a 0 112 c 538           
a 0 113 c 720           
a 0 114 c 618           
