Q 13 F 41 H 3     
a 3 1 c 558164      
a 3 2 c 305761      
a 3 3 c 0      
a 3 4 c 1335123      
a 3 5 c 1336524      
a 3 6 c 1443989      
a 3 7 c 2485920      
a 3 8 c 1012846      
a 3 9 c 866307      
a 3 10 c 1008872      
a 3 11 c 3778303      
a 3 12 c 3777654      
a 3 13 c 3866857      
a 3 14 c 2133283      
a 3 15 c 3858790      
a 3 16 c 3780258      
a 3 17 c 2005401      
a 3 18 c 1228372      
a 3 19 c 2323856      
a 3 20 c 2040662      
a 3 21 c 3930729      
a 3 22 c 1394911      
a 3 23 c 2259370      
a 3 24 c 3789731      
a 3 25 c 1234243      
a 3 26 c 3838055      
a 3 27 c 1645472      
a 3 28 c 3627828      
a 3 29 c 1584944      
a 3 30 c 3766807      
a 3 31 c 3628710      
a 3 32 c 3494253      
a 3 33 c 1714518      
a 3 34 c 706489      
a 3 35 c 1888680      
a 3 36 c 1058833      
a 3 37 c 1250774      
a 3 38 c 1986945      
a 3 39 c 1239318      
a 3 40 c 161762      
a 3 41 c 1230270      
a 3 42 c 769687      
a 4 0 c 861082      
a 4 1 c 1909572      
a 4 2 c 1552991      
a 4 3 c 1378091      
a 4 4 c 0      
a 4 5 c 70019      
a 4 6 c 143802      
a 4 7 c 1241702      
a 4 8 c 782941      
a 4 9 c 867079      
a 4 10 c 394590      
a 4 11 c 2467846      
a 4 12 c 2482566      
a 4 13 c 2571769      
a 4 14 c 841641      
a 4 15 c 2563702      
a 4 16 c 2469801      
a 4 17 c 713759      
a 4 18 c 542920      
a 4 19 c 1176783      
a 4 20 c 796762      
a 4 21 c 2635641      
a 4 22 c 795049      
a 4 23 c 1139541      
a 4 24 c 2494643      
a 4 25 c 1493045      
a 4 26 c 2542967      
a 4 27 c 350384      
a 4 28 c 2332740      
a 4 29 c 1104494      
a 4 30 c 2471719      
a 4 31 c 2333622      
a 4 32 c 2199165      
a 4 33 c 1480686      
a 4 34 c 919651      
a 4 35 c 1015807      
a 4 36 c 897822      
a 4 37 c 920856      
a 4 38 c 689822      
a 4 39 c 958571      
a 4 40 c 1512002      
a 4 41 c 777255      
a 4 42 c 777255      
a 5 0 c 896108      
a 5 1 c 1929753      
a 5 2 c 1555193      
a 5 3 c 1398272      
a 5 4 c 68658      
a 5 5 c 0      
a 5 6 c 183644      
a 5 7 c 1272220      
a 5 8 c 817967      
a 5 9 c 902105      
a 5 10 c 429616      
a 5 11 c 2518153      
a 5 12 c 2517504      
a 5 13 c 2606707      
a 5 14 c 874740      
a 5 15 c 2598640      
a 5 16 c 2520108      
a 5 17 c 746858      
a 5 18 c 577946      
a 5 19 c 1211721      
a 5 20 c 778673      
a 5 21 c 2670579      
a 5 22 c 830075      
a 5 23 c 1174479      
a 5 24 c 2529581      
a 5 25 c 1528071      
a 5 26 c 2577905      
a 5 27 c 383483      
a 5 28 c 2367678      
a 5 29 c 1139520      
a 5 30 c 2510754      
a 5 31 c 2368560      
a 5 32 c 2234103      
a 5 33 c 1515712      
a 5 34 c 921853      
a 5 35 c 1050745      
a 5 36 c 932848      
a 5 37 c 955882      
a 5 38 c 718862      
a 5 39 c 993597      
a 5 40 c 1533351      
a 5 41 c 812281      
a 5 42 c 812281      
a 6 0 c 947988      
a 6 1 c 1974542      
a 6 2 c 1599982      
a 6 3 c 1443061      
a 6 4 c 144635      
a 6 5 c 183985      
a 6 6 c 0      
a 6 7 c 1142444      
a 6 8 c 869847      
a 6 9 c 953985      
a 6 10 c 481496      
a 6 11 c 2386477      
a 6 12 c 2385828      
a 6 13 c 2474551      
a 6 14 c 742383      
a 6 15 c 2466484      
a 6 16 c 2388432      
a 6 17 c 614501      
a 6 18 c 629826      
a 6 19 c 1079565      
a 6 20 c 684819      
a 6 21 c 2538423      
a 6 22 c 881955      
a 6 23 c 1042323      
a 6 24 c 2395385      
a 6 25 c 1579951      
a 6 26 c 2444845      
a 6 27 c 251606      
a 6 28 c 2233482      
a 6 29 c 1149334      
a 6 30 c 2372941      
a 6 31 c 2234364      
a 6 32 c 2100387      
a 6 33 c 1573444      
a 6 34 c 966642      
a 6 35 c 918589      
a 6 36 c 984728      
a 6 37 c 1007762      
a 6 38 c 592156      
a 6 39 c 1045477      
a 6 40 c 1578140      
a 6 41 c 864161      
a 6 42 c 864161      
a 7 0 c 1819751      
a 7 1 c 3072718      
a 7 2 c 2698158      
a 7 3 c 2488319      
a 7 4 c 1242322      
a 7 5 c 1274333      
a 7 6 c 1143527      
a 7 7 c 0      
a 7 8 c 1644840      
a 7 9 c 1822351      
a 7 10 c 1580833      
a 7 11 c 1483495      
a 7 12 c 1482846      
a 7 13 c 1572049      
a 7 14 c 462345      
a 7 15 c 1563982      
a 7 16 c 1485450      
a 7 17 c 613369      
a 7 18 c 1285008      
a 7 19 c 410355      
a 7 20 c 1395424      
a 7 21 c 1754713      
a 7 22 c 1277713      
a 7 23 c 373113      
a 7 24 c 1494923      
a 7 25 c 2163352      
a 7 26 c 1543247      
a 7 27 c 941737      
a 7 28 c 1333020      
a 7 29 c 1329767      
a 7 30 c 1590791      
a 7 31 c 1333902      
a 7 32 c 1287299      
a 7 33 c 2153486      
a 7 34 c 2063535      
a 7 35 c 912006      
a 7 36 c 1752512      
a 7 37 c 1552777      
a 7 38 c 601488      
a 7 39 c 1630644      
a 7 40 c 2615114      
a 7 41 c 1343953      
a 7 42 c 1343953      
a 8 0 c 217432      
a 8 1 c 1548063      
a 8 2 c 1313752      
a 8 3 c 1035730      
a 8 4 c 782598      
a 8 5 c 796609      
a 8 6 c 868398      
a 8 7 c 1643615      
a 8 8 c 0      
a 8 9 c 220032      
a 8 10 c 502998      
a 8 11 c 2971456      
a 8 12 c 2962276      
a 8 13 c 3045531      
a 8 14 c 1273992      
a 8 15 c 3037464      
a 8 16 c 2973411      
a 8 17 c 1232635      
a 8 18 c 475739      
a 8 19 c 1421574      
a 8 20 c 1521323      
a 8 21 c 3228195      
a 8 22 c 426542      
a 8 23 c 1409588      
a 8 24 c 2968405      
a 8 25 c 763713      
a 8 26 c 3016729      
a 8 27 c 1074945      
a 8 28 c 2806502      
a 8 29 c 608424      
a 8 30 c 3064273      
a 8 31 c 2807384      
a 8 32 c 2672927      
a 8 33 c 757206      
a 8 34 c 1016004      
a 8 35 c 983680      
a 8 36 c 143001      
a 8 37 c 284846      
a 8 38 c 1317020      
a 8 39 c 243715      
a 8 40 c 1148959      
a 8 41 c 353073      
a 8 42 c 353073      
a 9 0 c 32376      
a 9 1 c 1397840      
a 9 2 c 1145297      
a 9 3 c 866359      
a 9 4 c 867603      
a 9 5 c 870121      
a 9 6 c 953403      
a 9 7 c 1822917      
a 9 8 c 220860      
a 9 9 c 0      
a 9 10 c 544275      
a 9 11 c 3133915      
a 9 12 c 3133266      
a 9 13 c 3223942      
a 9 14 c 1451509      
a 9 15 c 3215875      
a 9 16 c 3135870      
a 9 17 c 1409573      
a 9 18 c 632284      
a 9 19 c 1608984      
a 9 20 c 1606328      
a 9 21 c 3406606      
a 9 22 c 605163      
a 9 23 c 1596998      
a 9 24 c 3146816      
a 9 25 c 584058      
a 9 26 c 3195140      
a 9 27 c 1159561      
a 9 28 c 2984913      
a 9 29 c 788995      
a 9 30 c 3242684      
a 9 31 c 2985795      
a 9 32 c 2849865      
a 9 33 c 874585      
a 9 34 c 961386      
a 9 35 c 1160618      
a 9 36 c 220802      
a 9 37 c 465417      
a 9 38 c 1495431      
a 9 39 c 425759      
a 9 40 c 1001438      
a 9 41 c 530011      
a 9 42 c 530011      
a 10 0 c 539152      
a 10 1 c 1543120      
a 10 2 c 1268461      
a 10 3 c 1010543      
a 10 4 c 349427      
a 10 5 c 350828      
a 10 6 c 466965      
a 10 7 c 1568486      
a 10 8 c 503335      
a 10 9 c 545149      
a 10 10 c 0      
a 10 11 c 2806378      
a 10 12 c 2805729      
a 10 13 c 2894932      
a 10 14 c 1161358      
a 10 15 c 2886865      
a 10 16 c 2808333      
a 10 17 c 1033476      
a 10 18 c 311410      
a 10 19 c 1379287      
a 10 20 c 1095757      
a 10 21 c 2962242      
a 10 22 c 519756      
a 10 23 c 1343604      
a 10 24 c 2817806      
a 10 25 c 1197785      
a 10 26 c 2866130      
a 10 27 c 673547      
a 10 28 c 2655903      
a 10 29 c 838611      
a 10 30 c 2794882      
a 10 31 c 2656785      
a 10 32 c 2522328      
a 10 33 c 1201080      
a 10 34 c 635121      
a 10 35 c 976162      
a 10 36 c 618216      
a 10 37 c 625596      
a 10 38 c 1015020      
a 10 39 c 660752      
a 10 40 c 1146718      
a 10 41 c 511372      
a 10 42 c 511372      
a 11 0 c 1541316      
a 11 1 c 4308941      
a 11 2 c 4308292      
a 11 3 c 4397495      
a 11 4 c 2663921      
a 11 5 c 4389428      
a 11 6 c 4310896      
a 11 7 c 2539485      
a 11 8 c 1759008      
a 11 9 c 2828444      
a 11 10 c 2819671      
a 11 11 c 0      
a 11 12 c 35956      
a 11 13 c 122445      
a 11 14 c 1775200      
a 11 15 c 114378      
a 11 16 c 27427      
a 11 17 c 1928492      
a 11 18 c 2595049      
a 11 19 c 1841642      
a 11 20 c 1448313      
a 11 21 c 454400      
a 11 22 c 2590568      
a 11 23 c 1804400      
a 11 24 c 43483      
a 11 25 c 3483135      
a 11 26 c 100909      
a 11 27 c 2185418      
a 11 28 c 192194      
a 11 29 c 2642624      
a 11 30 c 145785      
a 11 31 c 190422      
a 11 32 c 676833      
a 11 33 c 3466861      
a 11 34 c 3303656      
a 11 35 c 2224861      
a 11 36 c 3065367      
a 11 37 c 2865632      
a 11 38 c 1828410      
a 11 39 c 2943499      
a 11 40 c 3913440      
a 11 41 c 2656808      
a 11 42 c 2656808      
a 12 0 c 2571300      
a 12 1 c 4461367      
a 12 2 c 1925547      
a 12 3 c 2791202      
a 12 4 c 4320369      
a 12 5 c 1764881      
a 12 6 c 4368693      
a 12 7 c 2176110      
a 12 8 c 4158466      
a 12 9 c 2116481      
a 12 10 c 2815503      
a 12 11 c 32527      
a 12 12 c 0      
a 12 13 c 127259      
a 12 14 c 1771032      
a 12 15 c 119192      
a 12 16 c 30616      
a 12 17 c 1924324      
a 12 18 c 2590881      
a 12 19 c 1837474      
a 12 20 c 1444145      
a 12 21 c 459214      
a 12 22 c 2586400      
a 12 23 c 1800232      
a 12 24 c 48417      
a 12 25 c 3478967      
a 12 26 c 96741      
a 12 27 c 2181250      
a 12 28 c 188026      
a 12 29 c 2638456      
a 12 30 c 150599      
a 12 31 c 186254      
a 12 32 c 672665      
a 12 33 c 3463446      
a 12 34 c 3299488      
a 12 35 c 2220693      
a 12 36 c 3061199      
a 12 37 c 2861464      
a 12 38 c 1824242      
a 12 39 c 2939331      
a 12 40 c 3909272      
a 12 41 c 2652640      
a 12 42 c 2652640      
a 13 0 c 4297445      
a 13 1 c 4159348      
a 13 2 c 4024891      
a 13 3 c 2245156      
a 13 4 c 1228269      
a 13 5 c 2423760      
a 13 6 c 1591373      
a 13 7 c 1792004      
a 13 8 c 2517583      
a 13 9 c 1750873      
a 13 10 c 2908717      
a 13 11 c 123004      
a 13 12 c 130575      
a 13 13 c 0      
a 13 14 c 1864246      
a 13 15 c 43313      
a 13 16 c 121091      
a 13 17 c 2017538      
a 13 18 c 2684095      
a 13 19 c 1930688      
a 13 20 c 1540181      
a 13 21 c 359299      
a 13 22 c 2679614      
a 13 23 c 1893446      
a 13 24 c 127821      
a 13 25 c 3575264      
a 13 26 c 166975      
a 13 27 c 2274464      
a 13 28 c 281240      
a 13 29 c 2731670      
a 13 30 c 49441      
a 13 31 c 279468      
a 13 32 c 765879      
a 13 33 c 3555907      
a 13 34 c 3392702      
a 13 35 c 2313907      
a 13 36 c 3154413      
a 13 37 c 2954678      
a 13 38 c 1917456      
a 13 39 c 3032545      
a 13 40 c 4002486      
a 13 41 c 2759294      
a 13 42 c 2759294      
a 14 0 c 467896      
a 14 1 c 2666257      
a 14 2 c 2291697      
a 14 3 c 2097138      
a 14 4 c 840698      
a 14 5 c 874935      
a 14 6 c 741903      
a 14 7 c 462016      
a 14 8 c 1272325      
a 14 9 c 1449314      
a 14 10 c 1174372      
a 14 11 c 1757458      
a 14 12 c 1756809      
a 14 13 c 1846012      
a 14 14 c 0      
a 14 15 c 1837945      
a 14 16 c 1759413      
a 14 17 c 178980      
a 14 18 c 899297      
a 14 19 c 373581      
a 14 20 c 992150      
a 14 21 c 2028676      
a 14 22 c 904676      
a 14 23 c 336339      
a 14 24 c 1768886      
a 14 25 c 1803374      
a 14 26 c 1817210      
a 14 27 c 543306      
a 14 28 c 1606983      
a 14 29 c 997102      
a 14 30 c 1864754      
a 14 31 c 1607865      
a 14 32 c 1473408      
a 14 33 c 1796114      
a 14 34 c 1661544      
a 14 35 c 683337      
a 14 36 c 1379475      
a 14 37 c 1179740      
a 14 38 c 277990      
a 14 39 c 1257607      
a 14 40 c 2232217      
a 14 41 c 970916      
a 14 42 c 970916      
a 15 0 c 3212884      
a 15 1 c 4391834      
a 15 2 c 4017274      
a 15 3 c 3860353      
a 15 4 c 2563088      
a 15 5 c 2600136      
a 15 6 c 2465613      
a 15 7 c 1563141      
a 15 8 c 3038495      
a 15 9 c 3217614      
a 15 10 c 2899949      
a 15 11 c 114236      
a 15 12 c 121807      
a 15 13 c 43095      
a 15 14 c 1855478      
a 15 15 c 0      
a 15 16 c 112323      
a 15 17 c 2008770      
a 15 18 c 2675327      
a 15 19 c 1921920      
a 15 20 c 1528591      
a 15 21 c 375050      
a 15 22 c 2670846      
a 15 23 c 1884678      
a 15 24 c 119053      
a 15 25 c 3564954      
a 15 26 c 158207      
a 15 27 c 2265696      
a 15 28 c 272472      
a 15 29 c 2722902      
a 15 30 c 66435      
a 15 31 c 270700      
a 15 32 c 757111      
a 15 33 c 3547217      
a 15 34 c 3383934      
a 15 35 c 2305139      
a 15 36 c 3145645      
a 15 37 c 2955366      
a 15 38 c 1908688      
a 15 39 c 3043820      
a 15 40 c 3995432      
a 15 41 c 2750526      
a 15 42 c 2750526      
a 16 0 c 3129371      
a 16 1 c 4311718      
a 16 2 c 3937158      
a 16 3 c 3780237      
a 16 4 c 2482972      
a 16 5 c 2520020      
a 16 6 c 2386403      
a 16 7 c 1483025      
a 16 8 c 2986743      
a 16 9 c 3135368      
a 16 10 c 2819833      
a 16 11 c 27427      
a 16 12 c 36492      
a 16 13 c 120532      
a 16 14 c 1775362      
a 16 15 c 112465      
a 16 16 c 0      
a 16 17 c 1928654      
a 16 18 c 2595211      
a 16 19 c 1841804      
a 16 20 c 1448475      
a 16 21 c 452778      
a 16 22 c 2590730      
a 16 23 c 1804562      
a 16 24 c 41570      
a 16 25 c 3483297      
a 16 26 c 91292      
a 16 27 c 2185580      
a 16 28 c 192356      
a 16 29 c 2642786      
a 16 30 c 143872      
a 16 31 c 190584      
a 16 32 c 676995      
a 16 33 c 3467023      
a 16 34 c 3303818      
a 16 35 c 2225023      
a 16 36 c 3065529      
a 16 37 c 2865794      
a 16 38 c 1828572      
a 16 39 c 2943661      
a 16 40 c 3913602      
a 16 41 c 2656970      
a 16 42 c 2656970      
a 17 0 c 1401892      
a 17 1 c 2542632      
a 17 2 c 2164885      
a 17 3 c 2007964      
a 17 4 c 713886      
a 17 5 c 748123      
a 17 6 c 615091      
a 17 7 c 615994      
a 17 8 c 1230900      
a 17 9 c 1407889      
a 17 10 c 1047560      
a 17 11 c 1905982      
a 17 12 c 1905333      
a 17 13 c 1994536      
a 17 14 c 180208      
a 17 15 c 1986469      
a 17 16 c 1907937      
a 17 17 c 0      
a 17 18 c 857872      
a 17 19 c 527224      
a 17 20 c 865338      
a 17 21 c 2177200      
a 17 22 c 863251      
a 17 23 c 489982      
a 17 24 c 1917410      
a 17 25 c 1758901      
a 17 26 c 1965734      
a 17 27 c 416494      
a 17 28 c 1755507      
a 17 29 c 1005344      
a 17 30 c 2013278      
a 17 31 c 1756389      
a 17 32 c 1621932      
a 17 33 c 1750852      
a 17 34 c 1531545      
a 17 35 c 717347      
a 17 36 c 1338050      
a 17 37 c 1138315      
a 17 38 c 220704      
a 17 39 c 1216182      
a 17 40 c 2143043      
a 17 41 c 929491      
a 17 42 c 929491      
a 18 0 c 626255      
a 18 1 c 1759586      
a 18 2 c 1506199      
a 18 3 c 1221528      
a 18 4 c 524963      
a 18 5 c 558222      
a 18 6 c 611966      
a 18 7 c 1284926      
a 18 8 c 475696      
a 18 9 c 632252      
a 18 10 c 323605      
a 18 11 c 2591786      
a 18 12 c 2591137      
a 18 13 c 2680340      
a 18 14 c 899404      
a 18 15 c 2672273      
a 18 16 c 2593741      
a 18 17 c 858047      
a 18 18 c 0      
a 18 19 c 1125053      
a 18 20 c 1264926      
a 18 21 c 2863004      
a 18 22 c 273828      
a 18 23 c 1062841      
a 18 24 c 2603214      
a 18 25 c 1086090      
a 18 26 c 2675890      
a 18 27 c 772633      
a 18 28 c 2441311      
a 18 29 c 616729      
a 18 30 c 2723434      
a 18 31 c 2442193      
a 18 32 c 2307736      
a 18 33 c 1099325      
a 18 34 c 918052      
a 18 35 c 692128      
a 18 36 c 582324      
a 18 37 c 513901      
a 18 38 c 942432      
a 18 39 c 549057      
a 18 40 c 1356535      
a 18 41 c 278061      
a 18 42 c 278061      
a 19 0 c 1594791      
a 19 1 c 2828296      
a 19 2 c 2577039      
a 19 3 c 2318556      
a 19 4 c 1177360      
a 19 5 c 1214408      
a 19 6 c 1079885      
a 19 7 c 447111      
a 19 8 c 1429150      
a 19 9 c 1600788      
a 19 10 c 1384093      
a 19 11 c 1843270      
a 19 12 c 1842621      
a 19 13 c 1931824      
a 19 14 c 373651      
a 19 15 c 1923757      
a 19 16 c 1845225      
a 19 17 c 526567      
a 19 18 c 1127296      
a 19 19 c 0      
a 19 20 c 1328812      
a 19 21 c 2114488      
a 19 22 c 1040925      
a 19 23 c 70660      
a 19 24 c 1854698      
a 19 25 c 1853826      
a 19 26 c 1903022      
a 19 27 c 879968      
a 19 28 c 1717147      
a 19 29 c 1001221      
a 19 30 c 1950566      
a 19 31 c 1718029      
a 19 32 c 1559220      
a 19 33 c 1850246      
a 19 34 c 1995019      
a 19 35 c 583145      
a 19 36 c 1519944      
a 19 37 c 1310700      
a 19 38 c 625577      
a 19 39 c 1372626      
a 19 40 c 2430185      
a 19 41 c 1105121      
a 19 42 c 1105121      
a 20 0 c 1600546      
a 20 1 c 2573688      
a 20 2 c 2199128      
a 20 3 c 2042207      
a 20 4 c 797193      
a 20 5 c 781990      
a 20 6 c 684612      
a 20 7 c 1394233      
a 20 8 c 1522405      
a 20 9 c 1606543      
a 20 10 c 1134054      
a 20 11 c 1450520      
a 20 12 c 1449871      
a 20 13 c 1540264      
a 20 14 c 992586      
a 20 15 c 1531007      
a 20 16 c 1452475      
a 20 17 c 864704      
a 20 18 c 1282384      
a 20 19 c 1327728      
a 20 20 c 0      
a 20 21 c 1618315      
a 20 22 c 1403524      
a 20 23 c 1290486      
a 20 24 c 1461948      
a 20 25 c 2232509      
a 20 26 c 1510272      
a 20 27 c 593326      
a 20 28 c 1311655      
a 20 29 c 1581139      
a 20 30 c 1454393      
a 20 31 c 1312537      
a 20 32 c 1260119      
a 20 33 c 2226144      
a 20 34 c 1565788      
a 20 35 c 1350394      
a 20 36 c 1637286      
a 20 37 c 1660320      
a 20 38 c 840767      
a 20 39 c 1698035      
a 20 40 c 2177286      
a 20 41 c 1469764      
a 20 42 c 1469764      
a 21 0 c 1271300      
a 21 1 c 3937490      
a 21 2 c 3936841      
a 21 3 c 4026044      
a 21 4 c 2292470      
a 21 5 c 4017977      
a 21 6 c 3939445      
a 21 7 c 2164588      
a 21 8 c 1508097      
a 21 9 c 2573066      
a 21 10 c 3037696      
a 21 11 c 452386      
a 21 12 c 459957      
a 21 13 c 359562      
a 21 14 c 2045880      
a 21 15 c 372695      
a 21 16 c 450473      
a 21 17 c 2199172      
a 21 18 c 2865729      
a 21 19 c 2112322      
a 21 20 c 1618678      
a 21 21 c 0      
a 21 22 c 2861248      
a 21 23 c 2075080      
a 21 24 c 457203      
a 21 25 c 3755356      
a 21 26 c 496357      
a 21 27 c 2403443      
a 21 28 c 614953      
a 21 29 c 2913304      
a 21 30 c 352551      
a 21 31 c 608850      
a 21 32 c 939173      
a 21 33 c 3734936      
a 21 34 c 3113547      
a 21 35 c 2495541      
a 21 36 c 3336047      
a 21 37 c 3171692      
a 21 38 c 2099090      
a 21 39 c 3214179      
a 21 40 c 3725045      
a 21 41 c 2940928      
a 21 42 c 2940928      
a 22 0 c 2199849      
a 22 1 c 4089916      
a 22 2 c 1670169      
a 22 3 c 2540291      
a 22 4 c 3948918      
a 22 5 c 1513970      
a 22 6 c 3997242      
a 22 7 c 1804659      
a 22 8 c 3787015      
a 22 9 c 1860204      
a 22 10 c 521271      
a 22 11 c 2603111      
a 22 12 c 2585877      
a 22 13 c 2691665      
a 22 14 c 903541      
a 22 15 c 2667013      
a 22 16 c 2588481      
a 22 17 c 862184      
a 22 18 c 273059      
a 22 19 c 1034408      
a 22 20 c 1369625      
a 22 21 c 2857744      
a 22 22 c 0      
a 22 23 c 1022422      
a 22 24 c 2614539      
a 22 25 c 962621      
a 22 26 c 2662863      
a 22 27 c 830908      
a 22 28 c 2452636      
a 22 29 c 373659      
a 22 30 c 2697629      
a 22 31 c 2453518      
a 22 32 c 2319061      
a 22 33 c 956114      
a 22 34 c 1113345      
a 22 35 c 594829      
a 22 36 c 525088      
a 22 37 c 343361      
a 22 38 c 946569      
a 22 39 c 394291      
a 22 40 c 1517787      
a 22 41 c 104011      
a 22 42 c 104011      
a 23 0 c 3925994      
a 23 1 c 3787897      
a 23 2 c 3653440      
a 23 3 c 1994245      
a 23 4 c 774075      
a 23 5 c 2172849      
a 23 6 c 1341063      
a 23 7 c 1549082      
a 23 8 c 2146132      
a 23 9 c 1514578      
a 23 10 c 1345633      
a 23 11 c 1804810      
a 23 12 c 1804161      
a 23 13 c 1893364      
